,WMO,PROF,JULD,LON,LAT,PRES,PRES_ERROR,TEMP,TEMP_ERROR,PSAL,PSAL_ERROR,DOXY,DOXY_ERROR,DEPTH,SIGMA0,THETA0,DOY,DOY_SIN,DOY_COS,YEAR,BATH
0,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,3.5,2.4000000953674316,9.868000030517578,0.0020000000949949026,35.02399826049805,0.009999999776482582,293.6015930175781,14.438773155212402,3.4649921236350973,1026.9962926921828,9.867600741986992,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
1,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,38.900001525878906,2.4000000953674316,7.714000225067139,0.0020000000949949026,35.02000045776367,0.009999999776482582,290.3368835449219,15.069547653198242,38.50760512033637,1027.3352592952294,7.71017670859198,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
2,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,83.0999984741211,2.4000000953674316,5.631999969482422,0.0020000000949949026,34.95100021362305,0.009999999776482582,286.616455078125,15.715446472167969,82.25292452089057,1027.563329841405,5.6251427609307925,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
3,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,175.0,2.4000000953674316,4.359000205993652,0.0020000000949949026,34.92900085449219,0.009999999776482582,285.6162109375,16.035276412963867,173.17759191742545,1027.694571844591,4.346201259525599,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
4,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,185.0,2.4000000953674316,4.190000057220459,0.0020000000949949026,34.930999755859375,0.009999999776482582,283.56744384765625,16.082691192626953,183.06902356520504,1027.714434920367,4.176704043646428,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
5,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,195.10000610351562,2.4000000953674316,3.9070000648498535,0.0020000000949949026,34.91999816894531,0.009999999776482582,283.0495910644531,16.172805786132812,193.0588903332508,1027.7354615973004,3.8934083715646173,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
6,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,233.10000610351562,2.4000000953674316,3.2170000076293945,0.0020000000949949026,34.917999267578125,0.009999999776482582,281.0141296386719,16.379276275634766,230.64013878185395,1027.802514778374,3.201989896802667,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
7,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,255.10000610351562,2.4000000953674316,2.8529999256134033,0.0020000000949949026,34.92100143432617,0.009999999776482582,283.3267822265625,16.484111785888672,252.39455277905833,1027.838785090997,2.83728301326561,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
8,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,261.0,2.4000000953674316,2.756999969482422,0.0020000000949949026,34.92599868774414,0.009999999776482582,283.8580322265625,16.510496139526367,258.22829237907587,1027.85143451804,2.741109663305314,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
9,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,753.0,2.4000000953674316,-0.19499999284744263,0.0020000000949949026,34.90599822998047,0.009999999776482582,293.1163635253906,16.88248634338379,744.1221188520431,1028.0451287273686,-0.2253996051127748,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
10,6903549,0,2019-07-09 11:20:00.000000000,-0.3482,67.87328166666667,857.0,2.4000000953674316,-0.3140000104904175,0.0020000000949949026,34.90599822998047,0.009999999776482582,293.10870361328125,16.751388549804688,846.6852220801486,1028.0514549538746,-0.34853574684004407,190,-0.12652781683868314,-0.9919630595773397,2019,3587.0
